OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,Shape__Area,Shape__Length
258,Umlazi - E - EX11 (Ekuthembeni),EX11 (Ekuthembeni),Maphikelela Road / Qabane Drive,81,Umlazi - E,"-29,9510565768894","30,9101174087579",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0234,58,B1,7609.28681564331,796.696590797504
259,Umlazi - E - EX9 / E16 (Thandanani),EX9 / E16 (Thandanani),Josia Mapholoba Road,80,Umlazi - E,"-29,9442880052062","30,9247396225001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0240,254,B1,43870.4477939606,2298.99761867314
260,Umlazi - S - S1/2 (Emhlabeni),S1/2 (Emhlabeni),Griffiths Mxenge Highway,88,Umlazi - S,"-29,9641232039947","30,9129588830002",Southern,Ablution Facility Taps & 7 Standpipe,Ablution Facility,C&SW contractor,Yes,I0326,2978,B1,271097.821393967,5156.9148621058
261,Umlazi - V - V9/V6,Mega Village,Mshiyeni Road,76/74,Umlazi - V,"-29,9505687967527","30,9389695265001",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0353,1154,B1,76230.404668808,3460.52212421417
262,Umlazi - V - Peace Valley (V7),Peace Valley (V7),Prince Mcwayizeni Drive / Umthente Drive,76,Umlazi - V,"-29,9641464349425","30,9339370157501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0344,2293,B1,132104.343105316,4003.96284889542
263,Umlazi - V - Ezimeleni - Umlazi V8,Ezimeleni - Umlazi - V8,Prince Mcwayizeni Drive,76/90,Umlazi - V,"-29,9667710206277","30,9284448813551",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility & VIPs,C&SW contractor,Yes,I0343,1436,B1,217988.585212708,4504.45016797625
264,Umlazi - D - DX2 (Emseni),DX2 (Emseni),Mnyandu Thokozani Road,88,Umlazi - D,"-29,9660634236167","30,8997737714802",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0229,68,B1,6880.74866867065,687.276752755802
265,Umlazi - D - DX18,DX18,Asijiki Road / Silwelinkululeko Rd,87,Umlazi - D,"-29,9689475923615","30,9053752264496",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0228,79,B1,6988.71166419983,625.895353187421
266,Umlazi - T - T5,T5,1729 Road,89,Umlazi - T,"-29,9781794840501","30,9022126860001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0332,185,B1,17674.5459117889,1020.7697052655
267,Umlazi - U - UX2 (Tropica),UX2 (Tropica),Maurice Gumede Drive / Isidingo Grove,86,Umlazi - U,"-29,9870417931118","30,8958591407501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0340,407,B1,52496.944393158,2394.67702357551
268,Umlazi - U - UX3 (Qhiph'Khowe),UX3 (Qhiph'Khowe),Mkhathali Drive / Maurice Gumede Drive / Balungile Grove,86,Umlazi - U,"-29,9951093850614","30,8858429810388",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0341,106,B1,18387.9740486145,1373.72131544753
269,Umlazi - U - ZX16 (Phalamende),ZX16 (Phalamende),Sbu Magwanyane Drive / Mkhathali Drive,86,Umlazi - U,"-29,9970347621657","30,8855788600476",Southern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0342,144,B1,25684.6189537048,1869.9649485317
270,Umlazi - F - F9,F9,David Sponono Gasa Road / Sdumo Mathe Road,79,Umlazi - F,"-29,946525568998","30,89054402025",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0242,30,A,2550.33008575439,451.704156699937
271,Umlazi - V - V10 (Shayamoya),V10 (Shayamoya),Zinkawini Road / 122175 Street,80,Umlazi - A / Umlazi - V,"-29,9538551777978","30,9200309600001",Southern,Ablution Facility Taps & Standpipes,Ablution facility & VIP,C&SW contractor,Yes,I0347,76,B1,12271.7761116028,1186.73791529203
272,Umlazi - Q - Q8/9/10,"Umlazi - Part 2 - Q8, Q9, Q10",Mayibuye Drive / Msilinga Street,87/86,Umlazi - Q,"-29,9860807038518","30,8919948720001",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0318,167,A,27563.3085842133,2290.37526485053
273,Umlazi - D - D3 (Ekuthuleni),D3 (Ekuthuleni),Masakhane Street,88,Umlazi - D,"-29,9659204343761","30,9090553760656",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0226,29,B1,2486.28230667114,351.234202260489
274,Umlazi - E - EX14 (Jabulani), ,Vukayibambe Street /  Imfongosi Drive,81,Umlazi - E / Umlazi - C / Umlazi - B,"-29,9528132966691","30,9086492557501",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0235,121,B1,25469.0395317078,2103.15992894646
275,Umlazi - B - BX5,BX5,Street No. 224 / Street No. 226,80/88,Umlazi - B,"-29,9614507510567","30,9066651365001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0216,67,B1,8604.84038734436,941.720525668124
276,Umlazi - F - FX3 (Phola Park),FX3 (Phola Park),Cyril Zulu Grove / Ilembe Crescent,79,Umlazi - F,"-29,941024526941","30,8999257327501",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0244,112,A,14785.4652767181,1719.13460907889
277,Umlazi - F - F9 (Phila),F9 (Phila),Ntonto Mkhize Grove,81,Umlazi - F,"-29,9532435111319","30,8940559785001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0538,8,B2,525.646944046021,189.536023320595
278,Umlazi - U - U9 (Zamani),U9 (Zamani),Sbu Mangwanyane Drive / Kwezincane Circle,89,Umlazi - U / Malukazi,"-29,9916236672887","30,9004310890001",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0339,565,B1,100180.734575272,2452.07540013757
279,Umlazi - V - V10,V10,Peace Road / Sbusiso Mdakane Drive,80,Umlazi - A,"-29,9564786180607","30,920189931",Southern,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Planned,I0346,63,B1,9362.63659667969,664.258711317776
280,Umlazi - D - DX5 (Gospel City),DX5 (Gospel City),Hambakahle Mkhonto Road,87,Umlazi - D,"-29,9673265173325","30,9043669562501",Southern,1 Standpipe,TBC,C&SW contractor,Yes,I0822,53,C,6002.87308120728,679.739769741838
281,Umlazi - F - F3 Ext,F3,Khobo Makhobo Place / Zanele Msani Road,81,Umlazi - F,"-29,9508128254628","30,8925759255",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0825,24,B2,1124.26953315735,240.454167337905
282,Umlazi - E - EX4 (Thokoza),"EX4 (Thokoza), Fongosi  Dev",109155 Street,80,Umlazi - E,"-29,9520224061283","30,9207310715026",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0238,117,B1,10099.9298381805,680.715383667707
283,Umlazi - T - KwaMnyandu (13),"Kwamnyandu (13), KwaMnyandu Station",1603 Street,89,Umlazi - T,"-29,9735013470817","30,9031311573197",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0329,74,B1,5718.05751037598,371.934635119588
284,Umlazi - T - KwaMnyandu (12),"Kwamnyandu (12), KwaMnyandu Station",1603 Street,89,Umlazi - T,"-29,974106971908","30,9042914855643",Southern,TBC,TBC,C&SW contractor,Planned,I0328,85,B1,5884.40164756775,441.264223255771
285,Umlazi - E,Maphumulo Gwala,Guerilla,80,Umlazi - E,"-29,9496327572758","30,9159154760001",Southern,Ablution Facility Taps & Standpipe,Ablution Facility,C&SW contractor,Yes,I0865,27,B2,2424.48646354675,387.876451926283
286,Umlazi - Q - QX1/QX5,Umlazi - - QX1/QX5,107938 Street,87,Umlazi - Q,"-29,9851040129674","30,8965308840001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0319,41,A,4599.7136592865,609.768165613177
287,Umlazi - E - EX2,Umlazi - Part 3 - EX2,Themba Thabethe Road,80,Umlazi - E,"-29,9393714389804","30,9168240755002",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0237,318,A,61313.4636859894,3423.95964429094
288,Umlazi - W - WX1 (CC Siyabusa),WX1 (CC Siyabusa),Mafumbuka Avenue,82,Umlazi - W,"-29,9534894609911","30,8979478740001",Southern,TBC,Pit Privies,C&SW contractor,Yes,I0350,49,A,5011.42023468018,657.628076516239
289,Umlazi - Q - QX1/QX5 overspill,Umlazi - - QX1/QX5 overspill,107939 str,87,Umlazi - Q,"-29,9867443482275","30,8975164949609",Southern,TBC,TBC,C&SW contractor,TBC,I0870,14,B1/B2,680.011337280273,153.181400522127
290,Umlazi - U - U8 (Ematayiteleni),U8 (Ematayiteleni),Ntando Avenue,86,Umlazi - U,"-29,9891520435995","30,8996229364741",Southern,Yes,VIPs,C&SW contractor,Yes,I0338,4,B1,263.309156417847,85.2695622364625
291,Umlazi - U - U3,U3,Principal Avenue / Mngana Walk,86,Umlazi - U,"-29,9903750177943","30,8950072482501",Southern,3 standpipes,VIPs,C&SW contractor,Yes,I0337,26,A,2449.1967830658,694.971820422517
292,Investigate Umlazi - C - CX2 overspill,Egqumeni,Mdakane Ave,79,Umlazi - E,"-29,9438682571234","30,9025831895001",Southern,TBC,TBC,C&SW contractor,TBC,I0878,142,B2,21539.8679904938,1759.0988342961
293,Umlazi - Q - Q1 / Q2 / Q3,Q1 / Q2 / Q3,Mango Close,87,Umlazi - Q,"-29,9785856088409","30,900285831782",Southern,Yes,VIPs,C&SW contractor,Yes,I0314,137,B1,25076.3956203461,763.43708617019
294,Umlazi - Q - Q3,Q3,Umdlebe Road / Mnyezane Street,87,Umlazi - Q / Umlazi - T,"-29,984605150911","30,9008532460001",Southern,TBC,TBC,C&SW contractor,Planned,I0316,225,B1,21514.6528282166,2874.09593385991
295,Umlazi - C - C2 (Zimbabwe),C2 (Zimbabwe),Rasta Hadebe Lane,81,Umlazi - C,"-29,952216756921","30,8978920510001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0221,166,B1,11049.9415874481,755.36139101564
296,Umlazi - C - CX1 (New Village),CX1 (New Village),Babakhulu Avenue / Dlangisa Road,81,Umlazi - C,"-29,9527232898747","30,9034889659551",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0222,376,B1,37018.4263267517,944.08517121678
297,Umlazi - E - E5 (Ekuthuleni),E5 (Ekuthuleni),Guerilla Road / Sbusiso Mdakane Drive,80,Umlazi - E,"-29,9509577003168","30,9174042755001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0232,130,B1,14335.227142334,1307.80128093864
298,Umlazi - E - EX7 (Ethopia),EX7 (Ethopia),Linda Mnomiya Circle,80,Umlazi - E,"-29,9475485618087","30,9231372055002",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0239,565,B1,98679.9181747437,3594.02271304241
299,Umlazi - S - S3 (Zakheleni),S3 (Zakheleni),Mangosuthu Highway,88,Umlazi - S,"-29,970858999567","30,9164023182501",Southern,Ablution Facility Taps & 2 Standpipe,Ablution facility,C&SW contractor,Yes,I0327,665,B1,91597.1470451355,2658.20982691537
300,Umlazi - V - V5,V5,Emakholweni Circle / Ndukenhle Circle / Madisa Circle,74/76/80,Umlazi - V,"-29,9538156342065","30,9287630505001",Southern,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0349,1055,B1,134200.436637878,3484.52156411103
301,Umlazi - V - V1,V1,Veni Yeni Road / Mgobhozi Road,88,Umlazi - V,"-29,9591095787683","30,9203807630211",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0345,190,B1,10991.1889247894,969.772770899576
302,Umlazi - T - Uganda,Uganda,Inwabi Road,90,Umlazi - T / Isipingo,"-29,9779270358525","30,9180819916463",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0333,770,B1,68681.648311615,2414.9943395845
303,Umlazi - T - T1/2,T1/2,1722 Road / 1726 Road,89/87,Umlazi - T,"-29,977457088601","30,9018900315001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0330,1057,B1,66183.1656322479,2249.73527391954
304,Umlazi - T - T4,T4,1729 Road,89,Umlazi - T,"-29,975727055029","30,9046709925001",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0331,200,B1,19335.5207138062,1205.84905675752
305,Umlazi - E - EX1 (Zilungiseni),"EX1 (Zilungiseni), Umlazi - Part 3",Sbusiso Mdakane Drive,80/81,Umlazi - E,"-29,9436351540634","30,9142924307051",Southern,Yes,VIPs,C&SW contractor,Yes,I0233,564,B1,177274.984806061,4004.79226693371
306,Umlazi - B - BX5 (Happy City),BX5 (Happy City),Street No. 223,80/88,Umlazi - B,"-29,9595766842254","30,9097428175",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0217,72,B1,7644.08745765686,756.151830630533
307,Umlazi - E - C6 (Gugulethu),C6 (Gugulethu),Sibusiso Mdakane Drive,81,Umlazi - E,"-29,9465782923337","30,9052899732501",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0230,67,A,10248.1473751068,995.573210993181
308,Dakota Beach, ,Ernest Clockie Road,90,Isipingo Beach,"-30,004221498923","30,9403395800001",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0704,1240,B2/C,44024.1445159912,1716.97085972984
309,Malukazi (Lower), ,Sbu Magwanyane Road,89/90,Malukazi,"-29,9979792858623","30,9038072459253",Southern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0122,7206,B1,897721.326906204,7806.76150178043
310,Malukazi (Upper), ,Ithambo Avenue,89/86,Malukazi,"-30,0017349245995","30,8953090059747",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0123,1906,B1,657444.930103302,12184.3999983559
311,Lotus Park Settlement, ,Silvergull,89/90,Lotus Park,"-30,00442356731","30,9065468496906",Southern,TBC,TBC,C&SW contractor,TBC,I0853,207,B2,17488.6285495758,689.435533303875
312,Pasadena Crescent, ,Pasadena Crescent,69,Bayview,"-29,929444450457","30,9114794592501",Southern,Standpipe,VIP Toilets,C&SW contractor,TBC,I0915,34,B1,2063.23381614685,430.565361222334
313,Horseshoe road informal, ,Horseshoe road,32,Clairwood,"-29,9199966663165","30,9849603382501",Southern,Standpipe and exposed waterpipe,Pit Privies,C&SW contractor,TBC,I0917,51,B2,2505.66303634644,422.618785965442
314,Special Case informal, ,Lenny Naidu Drive,69,Bayview,"-29,9248830551707","30,9107004329076",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,TBC,I0919,21,B2,913.275300979614,142.28694786339
315,Tshunu, ,South Coast Road,74,Mobeni,"-29,9547121979641","30,945800589",Southern,No Water Supply,No Sanitation Facilities,C&SW contractor,TBC,I0902,45,C,1374.25067329407,292.171505221178
316,Umlazi - D - DX10,DX10,Griffiths Mxenge / Hambakahle Mkhonto/ Sbonakaliso Mchunu,88,Umlazi - D,"-29,9689454456023","30,9001394527501",Southern,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0821,64,B2,7707.86585044861,1421.11621240002
317,Molokohla, ,Twenty First Avenue,92,Clermont,"-29,8025166675774","30,9108454395002",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0526,134,B2,29654.423324585,1147.12264862084
318,Congo, ,99551 Street,9,Upper Molweni,"-29,7445333658684","30,8751153047234",Western,Standpipes,VIPs,C&SW contractor,Yes,I0036,879,B1,402911.81760025,3256.46604277519
319,Dark City,Molweni Upper,Inanda Road,9,Upper Molweni,"-29,740410103555","30,8819903577831",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0041,1142,B1,700431.909927368,3606.418607934
320,KwaMageza, ,Inanda Road,9,Upper Molweni,"-29,7336388705331","30,887501511",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0104,515,B1,326324.49256134,3410.5232164427
321,Molweni (Romani 1), ,Ikhwezi Road / Bhalito Road,9,Upper Molweni / Lower Molweni,"-29,7277660188042","30,8904616578723",Western,Standpipes,VIPs,C&SW contractor,Yes,I0133,1967,B1,1535217.67346191,8655.49965126022
322,Emadimeni, ,99136 Street,9,Lower Molweni,"-29,716844062502","30,8516295340965",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0058,877,B1,389111.225894928,4417.4371547228
323,Embo (new), ,Nqotho Road,8,Mkholombe,"-29,7524587377843","30,7672365325",Western,TBC,Pit Privies,C&SW contractor,Yes,I0062,689,B1,233129.337219238,3878.95886602744
324,Protea, ,Benares Road / Diza Road,103/8,Bothas Hill / Mkholombe,"-29,7523130968912","30,7559607381204",Western,TBC,Pit Privies,C&SW contractor,Yes,I0161,1169,B1,437301.635047913,3946.0749741456
325,Thirthy Second, ,Thirthy Second Avenue / P Tshabalala Avenue,92,Clermont,"-29,8033813002718","30,9009221610832",Western,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0198,86,B1,6450.34562110901,396.6903937657
326,Sub 5 (BA), ,Wyebank Road / Khululeka Drive,19,KwaDabeka,"-29,7784010712199","30,8956650465001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0197,61,B1,8355.42159843445,522.124266195987
327,KwaNogxaza, ,99598 Street,9,Lower Molweni,"-29,7448641644015","30,8645521185001",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0109,299,B1,289263.440376282,4989.16665996606
328,Ekuthuleni, ,Ndosi Place / Bhekilanga Place / Mthimkhulu Avenue,19,Wyebank,"-29,7666648428471","30,8772967278634",Western,Standpipes,VIPs,C&SW contractor,Yes,I0054,755,B1,172411.923416138,4419.74836213595
329,Josilina (Imvuzane) 1 of 4, ,Zazi Road / First Street,22,Clermont,"-29,7798960681641","30,8931078787531",Western,Ablution Facility Taps,Ablution Facilty,C&SW contractor,Planned,I0094,55,C,4090.38506507874,292.644797434774
330,Bend, ,Clermont Road / Bend Street,92,Clermont Umngeni,"-29,7886088377725","30,9136819125687",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0022,42,B1,8341.4123878479,372.537367601675
331,B22 (Umgwaqo Ongayindawo), ,Clermont Road,22/92,Clermont Emngeni,"-29,7855639393355","30,9132838222502",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0019,103,B1,23690.1126422882,1661.58159461153
332,Kloof (Fannin Rd), ,Fannin Road,19,Wyebank,"-29,7689899174796","30,8714158276277",Western,TBC,TBC,C&SW contractor,TBC,I0884,277,B2,30164.0780334473,1271.63706126917
333,Clermont sites, ,P TSHABALALA AVE,92 / 22,Clermont,"-29,8025442759224","30,900382858342",Western,Standpipes,Pit Privies,C&SW contractor,TBC,I0897,185,B1/B2,28624.6980800629,2042.33953685408
334,Embo Spillover,John Foster,Mkhize Rd,8,Luke Bailes Farm / Mkholombe,"-29,7458061145342","30,7858747217501",Western,Standpipes / Individual Household Connection,Pit Privies,C&SW contractor,TBC,I0896,202,B1,94037.5222015381,2678.59218299853
335,Bend 2, ,Bend Street,92,Clermont Emngeni,"-29,7880922867672","30,9145439482502",Western,TBC,TBC,C&SW contractor,TBC,I0900,27,B2,6094.46066474915,633.92162417636
336,Chola Phansi phase 1 & 2 extension, ,Forth Ave,22,Clermont,"-29,7829528771569","30,8955903970001",Western,TBC,TBC,C&SW contractor,TBC,I0910,42,B2/C,3694.04073905945,393.346487303894
337,Chola Phansi phase 1 & 2, ,Forth Ave,22,Clermont,"-29,7826642441689","30,8946709407675",Western,Standpipes,Pit Privies,C&SW contractor,TBC,I0861,59,B2,2936.7603302002,378.693770856376
338,Clermont North / KwaDabeka, ,Zazi Rd,19/21/22,Clermont / KwaDabeka,"-29,7782981098091","30,8918242796362",Western,TBC,TBC,C&SW contractor,TBC,I0894,35,B2,29545.7099399567,2130.42884974841
339,Josilina (Imvuzane) 4 of 4, ,Third Ave / Fourth Street,22,Clermont,"-29,7804649985155","30,8902295180319",Western,TBC,TBC,C&SW contractor,TBC,I0913,21,B2/C,2264.62392807007,191.140149963626
340,Josilina (Imvuzane) 3 of 4, ,First Street / Second Street / Third Street / Fourth Ave,22,Clermont,"-29,7810712612438","30,8934302865562",Western,TBC,TBC,C&SW contractor,TBC,I0912,87,B2,11518.6020412445,520.791210530402
341,Josilina (Imvuzane) 2 of 4, ,Third Avenue / Zazi Road,22,Clermont,"-29,7804605540929","30,892002490995",Western,TBC,TBC,C&SW contractor,TBC,I0911,23,B2,1326.52575683594,138.29695953589
342,Dukezwe, ,33rd Avenue,92,Clermont,"-29,8044085243217","30,89440287875",Western,Ablution Facility Taps,Ablution facility & Pit Privies,C&SW contractor,Yes,I0052,79,B2,14477.5584182739,1005.05809426544
343,Ezinyosini, ,Thirthy First Avenue,92,Clermont,"-29,8054303805299","30,9043946362501",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0074,354,B1,101616.328443527,2455.66568282002
344,Vezunyawo, ,Thirty Third Avenue / P Tshabalala Avenue,92,Clermont,"-29,80066939354","30,9056999338466",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0364,107,B1,11066.7350692749,514.205340788282
345,Waterfal 1 (Nqethe), ,Ngwele Road,9/8,Waterfall,"-29,7353118444619","30,8090151455001",Western,TBC,Pit Privies,C&SW contractor,Planned,I0705,157,B2,51500.0199584961,1540.67989238243
346,Fortieth Ave,Clermont Infill,Forteith Avenue,92,Clermont Umngeni,"-29,7978635256269","30,9104687814767",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0075,48,B1,8162.50677680969,454.316232507664
347,Gomora, ,Thirthy Third Avenue,92,Clermont Emngeni,"-29,7998903142908","30,9094214224891",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0080,111,B1,20553.1271324158,1172.68500511288
348,Kwadebeka 1 A, ,Khululeko Road,22/20/92,KwaDabeka,"-29,7843697838078","30,9080782130002",Western,TBC,TBC,C&SW contractor,Yes,I0102,520,B1,130455.499252319,4472.97550581344
349,"Emapeleni Project / Shayamoya / Amakrosini
",Emapheleni,Thirty Fourth / Eighteenth Avenues,22,Clermont,"-29,7841455286435","30,9021843025001",Western,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0061,1558,A,225579.010942459,4853.99871787098
350,Ntshingelana Way,Investigate,Uhuru Drive / Ntshingelana Way,92,KwaDabeka,"-29,7829125377267","30,91089446175",Western,TBC,TBC,C&SW contractor,Yes,I0149,122,B1,53503.3296642303,3243.30605635969
351,N-Fields,Investigate,Themba Cele Place / Intokomalo Road,20,KwaDabeka,"-29,7742482180031","30,9127482540001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0144,207,B1,89360.364315033,3817.19457264833
352,Thirteenth Street, ,Thirteenth Street,21,Clermont,"-29,7964919000564","30,892212441",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0824,30,C,6826.62180328369,632.056448917437
353,Twenty Eighth Ave (Emagundaneni/KwaNene), ,Twenty Eight Avenue / P Tshabalala Avenue,92,Clermont,"-29,8038210655611","30,8946520410001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0204,236,B2,33511.9405498505,1770.88793935306
354,Zamokuhle,Kloof phase 1A/B overspill,Wyebank Road / Zamokuhle Road,19,Wyebank,"-29,7767627972606","30,86416011125",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0374,691,B1,158980.65687561,6311.71826947236
355,Unit R North (Sub 5), ,Icena Place,19,Wyebank / KwaDabeka,"-29,7685442105646","30,8907504988109",Western,Individual connections,Pit Privies& water borne sew,C&SW contractor,Yes,I0362,24,B1,8079.44462203979,437.666164476195
356,Carlifornia/Ekuthuleni/Bhekilanga, ,California Drive,19,Wyebank,"-29,7649071474112","30,8718975985769",Western,Ablution Facility Taps,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0030,163,B1,34270.1129417419,1689.31437046998
357,Ebasutwini/Enkundleni Enkulu, ,Thirty Fourth Avenue,22,Clermont,"-29,7864892988401","30,9016792877951",Western,TBC,Pit Privies,C&SW contractor,TBC,I0848,65,B2,6868.79278564453,442.062753138407
358,KwaNala, ,Kings Road,22,Clermont,"-29,7886015801073","30,8941553244237",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes_Shared prepaid meter,I0862,21,B2,1020.23552131653,128.41986877626
359,Kloof Ext 15 + Exr 21 ph 3, ,First Avenue / Aloe Avenue,19,Wyebank,"-29,7764865357928","30,8894535270016",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0097,885,B1,70438.6482963562,1749.71573018918
360,Emapheleni - eZimbelini,eZimbileni,Thirty FourthAvenues,22,Clermont,"-29,7841455286435","30,9021843025001",Western,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0061,379,B1,45865.1814918518,1137.59979183637
361,Pemary Ridge/ Mpolweni, ,Pemary Ridge,23,Reservoir Hills,"-29,7916631896114","30,9436761247409",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0157,160,B1,11116.8867931366,681.207102823718
362,Ensimbini Overspill,Nsimbini Overspill,Velawig Avenue / Nubian Avenue,29,Wiggins - Dunbar,"-29,8542552614293","30,9538943882501",Southern,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0066,1655,B1,69138.7030363083,2563.0528033049
363,Constantine Rd,Constantine Rd,Wynebeck / Foreman Rd Ext,25,Clare Hills,"-29,8243705963719","30,9725231675",Northern,TBC,Pit Privies,C&SW contractor,Planned,I0827,673,B2,35060.0784163475,1364.86853396885
364,Annet Drive,Ezingadini,Annet Drive,23,Reservoir Hills,"-29,7881902227699","30,9318172846614",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0833,46,B2,3225.27075386047,297.443554794386
365,Briardene-Overspill, ,Daffodil Place / Banana Grove,36,Umgeni Park,"-29,8031903886371","31,0145789593683",Northern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0026,80,B1,3228.89948749542,229.742596137506
366,Foreman Road, ,Foreman Road,25,Clare Hills,"-29,8249655411941","30,9743252235001",Northern,Ablution Facility Taps & 2 Standpipe,Ablution Facility,C&SW contractor,Planned,I0863,1262,B2,26581.4142923355,1114.29160128319
367,Lacey Road, ,Lacey Road / Randles Road,31,Sydenham,"-29,8317930976676","30,985780989",Northern,Ablution Facility Taps & 1 Standpipe,Ablution Facility,C&SW contractor,Yes,I0524,249,B1,15114.4522788525,785.293258862644
368,132 Wandbeck rd, ,Wandsbeck Roa,25,Clare Hills,"-29,8214155699309","30,9720585863919",Northern,TBC,Pit Privies,C&SW contractor,TBC,I0885,32,B2,2038.5247335434,196.231773467413
369,Indus lane, ,Indus lane / Silver willow road,25,Springfield,"-29,8162532831431","31,0049354010946",Northern,TBC,TBC,C&SW contractor,TBC,I0889,179,B1,6617.3871512413,386.383008870307
370,Jadhu Place, ,Jadhu Place,25,Springfield,"-29,8205540475591","31,0013529735396",Northern,"Ablution Facility Taps, 3 standpipes and 2 Washing Basins",Ablution Facility,C&SW contractor,Yes,I0092,590,B1,40911.6253237128,1467.59415382467
